0.086,1.3339
0.172,1.3347
0.346,1.3365
0.523,1.3383
0.703,1.34
0.885,1.3418
1.069,1.3435
1.256,1.3453
1.445,1.347
1.637,1.3488
1.832,1.3505
2.229,1.3541
2.637,1.3576
3.056,1.3612
3.486,1.3648
3.928,1.3684
4.382,1.3721
4.847,1.3757
5.326,1.3795
